
> enterprise-auth-backend@1.0.0 dev
> nodemon --exec "ts-node --transpile-only" src/server.ts

[33m[nodemon] 3.1.11[39m
[33m[nodemon] to restart at any time, enter `rs`[39m
[33m[nodemon] watching path(s): src\**\* prisma\**\*[39m
[33m[nodemon] watching extensions: ts,json[39m
[32m[nodemon] starting `ts-node --transpile-only src/server.ts`[39m
🚀 Server running on port 5000
📱 Environment: development
[Scheduler] Auto-complete scheduler started (runs every minute)
[Cron] Session reminder job registered (every 30 min).
[Announcement-Scheduler] Worker started (every 60 seconds)
[2026-06-02T21:17:00.289Z] POST /api/auth/refresh
[2026-06-02T21:17:00.344Z] GET /api/trainer/enrollments
[2026-06-02T21:17:10.270Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:17:10.275Z] GET /api/notifications/unread-count
[2026-06-02T21:17:10.576Z] GET /api/notifications/unread-count
[2026-06-02T21:17:30.038Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:17:30.041Z] GET /api/trainer/enrollments
[2026-06-02T21:17:39.687Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:17:39.690Z] GET /api/notifications/unread-count
[2026-06-02T21:18:00.270Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:18:00.273Z] GET /api/trainer/enrollments
[2026-06-02T21:18:10.273Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:18:10.285Z] GET /api/notifications/unread-count
[2026-06-02T21:18:30.282Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:18:30.284Z] GET /api/trainer/enrollments
[2026-06-02T21:18:40.272Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:18:40.276Z] GET /api/notifications/unread-count
[2026-06-02T21:19:00.280Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:19:00.284Z] GET /api/trainer/enrollments
[2026-06-02T21:19:12.281Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:19:12.285Z] GET /api/notifications/unread-count
[2026-06-02T21:19:30.280Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:19:30.282Z] GET /api/trainer/enrollments
[2026-06-02T21:20:12.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:20:12.285Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:20:12.287Z] GET /api/notifications/unread-count
[2026-06-02T21:20:12.290Z] GET /api/trainer/enrollments
[2026-06-02T21:21:12.281Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:21:12.286Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:21:12.286Z] GET /api/trainer/enrollments
[2026-06-02T21:21:12.288Z] GET /api/notifications/unread-count
[2026-06-02T21:21:23.556Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:21:23.559Z] GET /api/notifications/unread-count
[2026-06-02T21:21:30.045Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:21:30.049Z] GET /api/trainer/enrollments
[2026-06-02T21:21:39.690Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:21:39.692Z] GET /api/notifications/unread-count
[2026-06-02T21:21:56.435Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:21:56.438Z] GET /api/notifications/unread-count
[2026-06-02T21:22:00.035Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:22:00.037Z] GET /api/trainer/enrollments
[2026-06-02T21:22:09.691Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:22:09.694Z] GET /api/notifications/unread-count
[2026-06-02T21:22:30.046Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:22:30.053Z] GET /api/trainer/enrollments
[2026-06-02T21:22:39.684Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:22:39.687Z] GET /api/notifications/unread-count
[2026-06-02T21:23:00.034Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:23:00.036Z] GET /api/trainer/enrollments
[2026-06-02T21:23:09.684Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:23:09.686Z] GET /api/notifications/unread-count
[2026-06-02T21:23:30.031Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:23:30.048Z] GET /api/trainer/enrollments
[2026-06-02T21:23:39.693Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:23:39.695Z] GET /api/notifications/unread-count
[2026-06-02T21:24:00.031Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:24:00.034Z] GET /api/trainer/enrollments
[2026-06-02T21:24:09.687Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:24:09.689Z] GET /api/notifications/unread-count
[2026-06-02T21:24:30.033Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:24:30.035Z] GET /api/trainer/enrollments
[2026-06-02T21:24:40.273Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:24:40.293Z] GET /api/notifications/unread-count
[2026-06-02T21:25:00.280Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:25:00.286Z] GET /api/trainer/enrollments
[2026-06-02T21:25:10.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:25:10.283Z] GET /api/notifications/unread-count
[2026-06-02T21:25:30.277Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:25:30.279Z] GET /api/trainer/enrollments
[2026-06-02T21:25:33.294Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:25:33.296Z] GET /api/notifications/unread-count
[2026-06-02T21:25:39.700Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:25:39.714Z] GET /api/notifications/unread-count
[2026-06-02T21:26:00.276Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:26:00.289Z] GET /api/trainer/enrollments
[2026-06-02T21:26:00.809Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:26:00.814Z] GET /api/notifications/unread-count
[2026-06-02T21:26:09.689Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:26:09.692Z] GET /api/notifications/unread-count
[2026-06-02T21:26:30.032Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:26:30.034Z] GET /api/trainer/enrollments
[2026-06-02T21:26:40.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:26:40.282Z] GET /api/notifications/unread-count
[2026-06-02T21:26:41.719Z] GET /api/notifications/unread-count
[2026-06-02T21:27:00.038Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:27:00.039Z] GET /api/trainer/enrollments
[2026-06-02T21:27:02.355Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:27:02.357Z] GET /api/notifications/unread-count
[2026-06-02T21:27:09.691Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:27:09.693Z] GET /api/notifications/unread-count
[2026-06-02T21:27:30.303Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:27:30.307Z] GET /api/trainer/enrollments
[2026-06-02T21:27:40.274Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:27:40.275Z] GET /api/notifications/unread-count
[2026-06-02T21:28:00.272Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:28:00.274Z] GET /api/trainer/enrollments
[2026-06-02T21:28:10.270Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:28:10.286Z] GET /api/notifications/unread-count
[2026-06-02T21:29:12.284Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:29:12.285Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:29:12.287Z] GET /api/trainer/enrollments
[2026-06-02T21:29:12.291Z] GET /api/notifications/unread-count
[Cron] Running session reminder check...
[2026-06-02T21:30:12.278Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:30:12.279Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:30:12.303Z] GET /api/trainer/enrollments
[2026-06-02T21:30:12.305Z] GET /api/notifications/unread-count
[2026-06-02T21:30:38.907Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:30:38.908Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:30:38.910Z] GET /api/notifications/unread-count
[2026-06-02T21:30:38.916Z] GET /api/trainer/enrollments
[2026-06-02T21:30:39.683Z] GET /api/notifications/unread-count
[2026-06-02T21:30:44.825Z] GET /api/trainer/enrollments
[2026-06-02T21:30:44.829Z] GET /api/auth/me
[2026-06-02T21:30:44.832Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:30:44.846Z] OPTIONS /api/auth/refresh
[2026-06-02T21:30:44.849Z] POST /api/auth/refresh
[2026-06-02T21:30:44.908Z] OPTIONS /api/auth/me
[2026-06-02T21:30:44.910Z] OPTIONS /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:30:44.910Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:30:44.911Z] GET /api/auth/me
[2026-06-02T21:30:44.913Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:30:44.920Z] GET /api/trainer/enrollments
[2026-06-02T21:30:44.941Z] GET /uploads/LOGONEW-1779540908772-313480976.png
[2026-06-02T21:30:44.947Z] OPTIONS /api/student/wishlist
[2026-06-02T21:30:44.960Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T21:30:44.961Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:30:44.962Z] OPTIONS /api/student/my-courses
[2026-06-02T21:30:44.963Z] GET /api/student/wishlist
[2026-06-02T21:30:44.972Z] GET /api/notifications/unread-count
[2026-06-02T21:30:44.974Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T21:30:44.977Z] GET /api/student/my-courses
[2026-06-02T21:30:44.989Z] GET /uploads/ChatGPT%20Image%2016%20%C3%99%C2%85%C3%98%C2%A7%C3%99%C2%8A%C3%99%C2%88%202026%C3%98%C2%8C%2003_57_12%20%C3%98%C2%B5-1780259728500-23728819.png
[2026-06-02T21:31:14.799Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:31:14.827Z] GET /api/trainer/enrollments
[2026-06-02T21:31:14.954Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:31:14.957Z] GET /api/notifications/unread-count
[2026-06-02T21:31:44.804Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:31:44.814Z] GET /api/trainer/enrollments
[2026-06-02T21:31:44.959Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:31:44.961Z] GET /api/notifications/unread-count
[2026-06-02T21:32:14.795Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:32:14.809Z] GET /api/trainer/enrollments
[2026-06-02T21:32:14.947Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:32:14.950Z] GET /api/notifications/unread-count
[2026-06-02T21:32:44.803Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:32:44.819Z] GET /api/trainer/enrollments
[2026-06-02T21:32:44.959Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:32:44.962Z] GET /api/notifications/unread-count
[2026-06-02T21:33:14.802Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:33:14.819Z] GET /api/trainer/enrollments
[2026-06-02T21:33:14.954Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:33:14.957Z] GET /api/notifications/unread-count
[2026-06-02T21:33:44.795Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:33:44.798Z] GET /api/trainer/enrollments
[2026-06-02T21:33:44.949Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:33:44.951Z] GET /api/notifications/unread-count
[2026-06-02T21:34:15.282Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:34:15.282Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:34:15.284Z] GET /api/trainer/enrollments
[2026-06-02T21:34:15.286Z] GET /api/notifications/unread-count
[2026-06-02T21:34:45.276Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:34:45.298Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:34:45.338Z] GET /api/trainer/enrollments
[2026-06-02T21:34:45.379Z] GET /api/notifications/unread-count
[2026-06-02T21:35:31.818Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:35:31.820Z] GET /api/notifications/unread-count
[2026-06-02T21:35:31.866Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:35:31.868Z] GET /api/notifications/unread-count
[2026-06-02T21:35:31.870Z] GET /api/trainer/enrollments
[2026-06-02T21:35:45.286Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:35:45.287Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:35:45.289Z] GET /api/trainer/enrollments
[2026-06-02T21:35:45.291Z] GET /api/notifications/unread-count
[2026-06-02T21:36:15.289Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:36:15.290Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:36:15.303Z] GET /api/notifications/unread-count
[2026-06-02T21:36:15.305Z] GET /api/trainer/enrollments
[2026-06-02T21:37:12.287Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:37:12.289Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:37:12.290Z] GET /api/trainer/enrollments
[2026-06-02T21:37:12.292Z] GET /api/notifications/unread-count
[2026-06-02T21:37:31.330Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:37:31.333Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:37:31.334Z] GET /api/notifications/unread-count
[2026-06-02T21:37:31.336Z] GET /api/trainer/enrollments
[2026-06-02T21:37:31.346Z] GET /api/notifications/unread-count
[2026-06-02T21:37:44.802Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:37:44.805Z] GET /api/trainer/enrollments
[2026-06-02T21:37:44.954Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:37:44.955Z] GET /api/notifications/unread-count
[2026-06-02T21:38:15.276Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:38:15.279Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:38:15.282Z] GET /api/trainer/enrollments
[2026-06-02T21:38:15.284Z] GET /api/notifications/unread-count
[2026-06-02T21:38:58.602Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:38:58.606Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:38:58.612Z] GET /api/notifications/unread-count
[2026-06-02T21:38:58.614Z] GET /api/trainer/enrollments
[2026-06-02T21:38:58.617Z] GET /api/notifications/unread-count
[2026-06-02T21:39:11.834Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:39:11.846Z] GET /api/notifications/unread-count
[2026-06-02T21:39:14.801Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:39:14.818Z] GET /api/trainer/enrollments
[2026-06-02T21:39:14.958Z] GET /api/notifications/unread-count
[2026-06-02T21:39:24.317Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:39:24.320Z] GET /api/notifications/unread-count
[2026-06-02T21:39:45.278Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:39:45.308Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:39:45.343Z] GET /api/trainer/enrollments
[2026-06-02T21:39:45.405Z] GET /api/notifications/unread-count
[2026-06-02T21:40:07.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:40:07.288Z] GET /api/notifications/unread-count
[2026-06-02T21:40:09.921Z] GET /api/notifications/unread-count
[2026-06-02T21:40:14.798Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:40:14.802Z] GET /api/trainer/enrollments
[2026-06-02T21:40:14.952Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:40:14.955Z] GET /api/notifications/unread-count
[2026-06-02T21:40:28.068Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:40:28.070Z] OPTIONS /api/trainer/profile
[2026-06-02T21:40:28.072Z] OPTIONS /api/trainer/bank-accounts
[2026-06-02T21:40:28.073Z] OPTIONS /api/trainer/profile
[2026-06-02T21:40:28.074Z] OPTIONS /api/trainer/bank-accounts
[2026-06-02T21:40:28.078Z] GET /api/trainer/enrollments
[2026-06-02T21:40:28.086Z] GET /api/trainer/profile
[2026-06-02T21:40:28.109Z] GET /api/trainer/bank-accounts
[2026-06-02T21:40:28.130Z] GET /api/trainer/profile
[2026-06-02T21:40:28.132Z] GET /api/trainer/bank-accounts
[2026-06-02T21:40:28.198Z] GET /uploads/LOGONEW-1779540908772-313480976.png?t=1780436427990
[2026-06-02T21:40:44.949Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:40:44.954Z] GET /api/notifications/unread-count
[2026-06-02T21:40:47.138Z] OPTIONS /api/trainer/profile
[2026-06-02T21:40:47.141Z] PATCH /api/trainer/profile
[2026-06-02T21:40:47.228Z] GET /uploads/LOGONEW-1779540908772-313480976.png?t=1780436447200
[2026-06-02T21:40:47.238Z] GET /api/notifications/unread-count
[2026-06-02T21:40:53.341Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:40:53.343Z] OPTIONS /api/trainer/courses
[2026-06-02T21:40:53.345Z] OPTIONS /api/trainer/courses
[2026-06-02T21:40:53.350Z] GET /api/trainer/enrollments
[2026-06-02T21:40:53.356Z] GET /api/trainer/courses
[2026-06-02T21:40:53.374Z] GET /api/trainer/courses
[2026-06-02T21:40:53.429Z] GET /uploads/ChatGPT%20Image%2016%20%C3%99%C2%85%C3%98%C2%A7%C3%99%C2%8A%C3%99%C2%88%202026%C3%98%C2%8C%2003_57_12%20%C3%98%C2%B5-1780259728500-23728819.png
[2026-06-02T21:40:53.433Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2002_18_26%20AM-1780274128206-852164338.png
[2026-06-02T21:40:53.434Z] GET /uploads/134051042116388395-1779402027988-142589.jpg
[2026-06-02T21:40:53.435Z] GET /uploads/134051042116388395-1779402018739-144267436.jpg
[2026-06-02T21:40:53.436Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2005_25_29%20AM-1779492818866-150938748.png
[2026-06-02T21:40:53.436Z] GET /uploads/134051042116388395-1779401802114-227957321.jpg
[2026-06-02T21:40:53.456Z] GET /uploads/AAAAA-1779488468358-348722616.png
[2026-06-02T21:40:57.009Z] OPTIONS /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:40:57.011Z] OPTIONS /api/student/wishlist
[2026-06-02T21:40:57.021Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T21:40:57.022Z] OPTIONS /api/student/my-courses
[2026-06-02T21:40:57.023Z] GET /api/trainer/enrollments
[2026-06-02T21:40:57.026Z] OPTIONS /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:40:57.027Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T21:40:57.028Z] OPTIONS /api/student/my-courses
[2026-06-02T21:40:57.030Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:40:57.037Z] GET /api/student/wishlist
[2026-06-02T21:40:57.041Z] GET /api/student/my-courses
[2026-06-02T21:40:57.044Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T21:40:57.052Z] GET /api/student/wishlist
[2026-06-02T21:40:57.055Z] GET /api/student/my-courses
[2026-06-02T21:40:57.061Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:40:57.065Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T21:41:17.275Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:41:17.277Z] GET /api/notifications/unread-count
[2026-06-02T21:41:27.281Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:41:27.284Z] GET /api/trainer/enrollments
[2026-06-02T21:41:47.281Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:41:47.283Z] GET /api/notifications/unread-count
[2026-06-02T21:41:50.399Z] GET /api/notifications/unread-count
[2026-06-02T21:41:57.011Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:41:57.036Z] GET /api/trainer/enrollments
[2026-06-02T21:42:17.271Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:42:17.274Z] GET /api/notifications/unread-count
[2026-06-02T21:42:27.271Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:42:27.274Z] GET /api/trainer/enrollments
[2026-06-02T21:42:47.294Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:42:47.298Z] GET /api/notifications/unread-count
[2026-06-02T21:42:57.282Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:42:57.295Z] GET /api/trainer/enrollments
[2026-06-02T21:43:10.581Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:43:10.588Z] GET /api/notifications/unread-count
[2026-06-02T21:43:17.272Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:43:17.275Z] GET /api/notifications/unread-count
[2026-06-02T21:43:27.283Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:43:27.294Z] GET /api/trainer/enrollments
[2026-06-02T21:43:47.285Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:43:47.296Z] GET /api/notifications/unread-count
[2026-06-02T21:43:57.279Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:43:57.282Z] GET /api/trainer/enrollments
[2026-06-02T21:44:30.128Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:44:30.138Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:44:30.142Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:44:30.144Z] GET /api/notifications/unread-count
[2026-06-02T21:44:30.153Z] GET /api/trainer/enrollments
[2026-06-02T21:44:30.159Z] GET /api/notifications/unread-count
[2026-06-02T21:44:47.240Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:44:47.243Z] GET /api/notifications/unread-count
[2026-06-02T21:44:57.032Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:44:57.035Z] GET /api/trainer/enrollments
[2026-06-02T21:45:08.371Z] GET /api/trainer/enrollments
[2026-06-02T21:45:08.376Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:45:08.377Z] GET /api/auth/me
[2026-06-02T21:45:08.388Z] OPTIONS /api/auth/refresh
[2026-06-02T21:45:08.390Z] POST /api/auth/refresh
[2026-06-02T21:45:08.452Z] OPTIONS /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:45:08.454Z] OPTIONS /api/auth/me
[2026-06-02T21:45:08.454Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:45:08.454Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T21:45:08.457Z] GET /api/auth/me
[2026-06-02T21:45:08.459Z] GET /api/trainer/enrollments
[2026-06-02T21:45:08.478Z] GET /uploads/LOGONEW-1779540908772-313480976.png
[2026-06-02T21:45:08.486Z] OPTIONS /api/student/wishlist
[2026-06-02T21:45:08.487Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T21:45:08.488Z] OPTIONS /api/student/my-courses
[2026-06-02T21:45:08.489Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:45:08.489Z] GET /api/student/wishlist
[2026-06-02T21:45:08.492Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T21:45:08.494Z] GET /api/notifications/unread-count
[2026-06-02T21:45:08.499Z] GET /api/student/my-courses
[2026-06-02T21:45:08.515Z] GET /uploads/ChatGPT%20Image%2016%20%C3%99%C2%85%C3%98%C2%A7%C3%99%C2%8A%C3%99%C2%88%202026%C3%98%C2%8C%2003_57_12%20%C3%98%C2%B5-1780259728500-23728819.png
[2026-06-02T21:45:16.098Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:45:16.122Z] GET /api/notifications/unread-count
[2026-06-02T21:45:39.284Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:45:39.286Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:45:39.290Z] GET /api/trainer/enrollments
[2026-06-02T21:45:39.292Z] GET /api/notifications/unread-count
[2026-06-02T21:46:09.286Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:46:09.288Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:46:09.290Z] GET /api/trainer/enrollments
[2026-06-02T21:46:09.292Z] GET /api/notifications/unread-count
[2026-06-02T21:46:39.285Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:46:39.286Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:46:39.306Z] GET /api/trainer/enrollments
[2026-06-02T21:46:39.308Z] GET /api/notifications/unread-count
[2026-06-02T21:47:09.282Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:47:09.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:47:09.284Z] GET /api/trainer/enrollments
[2026-06-02T21:47:09.286Z] GET /api/notifications/unread-count
[2026-06-02T21:47:23.751Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:47:23.755Z] GET /api/notifications/unread-count
[2026-06-02T21:47:38.350Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:47:38.355Z] GET /api/trainer/enrollments
[2026-06-02T21:47:38.487Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:47:38.488Z] GET /api/notifications/unread-count
[2026-06-02T21:48:08.349Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:48:08.353Z] GET /api/trainer/enrollments
[2026-06-02T21:48:08.485Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:48:08.487Z] GET /api/notifications/unread-count
[2026-06-02T21:48:39.276Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:48:39.278Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:48:39.280Z] GET /api/trainer/enrollments
[2026-06-02T21:48:39.284Z] GET /api/notifications/unread-count
[2026-06-02T21:49:09.285Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:49:09.287Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:49:09.289Z] GET /api/trainer/enrollments
[2026-06-02T21:49:09.291Z] GET /api/notifications/unread-count
[2026-06-02T21:49:44.713Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:49:44.715Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:49:44.719Z] GET /api/notifications/unread-count
[2026-06-02T21:49:44.725Z] GET /api/trainer/enrollments
[2026-06-02T21:49:44.744Z] GET /api/notifications/unread-count
[2026-06-02T21:50:08.348Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:50:08.386Z] GET /api/trainer/enrollments
[2026-06-02T21:50:08.485Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:50:08.488Z] GET /api/notifications/unread-count
[2026-06-02T21:50:38.345Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:50:38.348Z] GET /api/trainer/enrollments
[2026-06-02T21:50:38.482Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:50:38.484Z] GET /api/notifications/unread-count
[2026-06-02T21:51:08.345Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:51:08.359Z] GET /api/trainer/enrollments
[2026-06-02T21:51:08.479Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:51:08.480Z] GET /api/notifications/unread-count
[2026-06-02T21:51:38.344Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:51:38.346Z] GET /api/trainer/enrollments
[2026-06-02T21:51:38.484Z] OPTIONS /api/notifications/unread-count
[2026-06-02T21:51:38.485Z] GET /api/notifications/unread-count
[2026-06-02T21:52:08.358Z] OPTIONS /api/trainer/enrollments
[2026-06-02T21:52:08.362Z] GET /api/trainer/enrollments
